Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee,date,win,form_last_5,Control Time Sec,Total_fight_length_sec,landed_sig_str,atmp_sig_str,landed_total_str,atmp_total_str,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,sig_str_lpm,total_str_lpm,head_lpm,body_lpm,leg_lpm,distance_lpm,clinch_lpm,ground_lpm,sig_str_acc,total_str_acc,td_acc,head_acc,body_acc,leg_acc,distance_acc,clinch_acc,ground_acc,KD_rolling_mean,Sub. Att_rolling_mean,Reversal_rolling_mean,Control Time Sec_rolling_mean,Total_fight_length_sec_rolling_mean,landed_sig_str_rolling_mean,atmp_sig_str_rolling_mean,landed_total_str_rolling_mean,atmp_total_str_rolling_mean,landed_td_rolling_mean,atmp_td_rolling_mean,landed_head_rolling_mean,atmp_head_rolling_mean,landed_body_rolling_mean,atmp_body_rolling_mean,landed_leg_rolling_mean,atmp_leg_rolling_mean,landed_distance_rolling_mean,atmp_distance_rolling_mean,landed_clinch_rolling_mean,atmp_clinch_rolling_mean,landed_ground_rolling_mean,atmp_ground_rolling_mean,sig_str_lpm_rolling_mean,total_str_lpm_rolling_mean,head_lpm_rolling_mean,body_lpm_rolling_mean,leg_lpm_rolling_mean,distance_lpm_rolling_mean,clinch_lpm_rolling_mean,ground_lpm_rolling_mean
UFC Fight Night: Munoz vs Mousasi,Peter Sobotta - Pawel Pawlak,Peter Sobotta,Welterweight,W,0,47 of 101,121 of 180,3 of 5,0,0,7:58,18 of 69,15 of 18,14 of 14,38 of 92,1 of 1,8 of 8,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,6,1,4.0,478,300,47,101,121,180,3,5,18,69,15,18,14,14,38,92,1,1,8,8,9.4,24.2,3.6,3.0,2.8,7.6,0.2,1.6,0.46534653465346537,0.6722222222222223,0.6,0.2608695652173913,0.8333333333333334,1.0,0.41304347826086957,1.0,1.0,0.8,0.4,0.0,251.6,209.4,27.8,58.6,52.6,85.8,1.6,2.4,18.0,47.6,4.6,5.8,5.2,5.2,20.6,46.8,0.4,0.6,6.8,11.2,7.709824755032147,12.85976901620835,5.395416837844113,1.016130133090661,1.298277784097372,5.864455627515368,0.12053691275167785,1.7248322147651005
UFC Fight Night: Munoz vs Mousasi,Peter Sobotta - Pawel Pawlak,Pawel Pawlak,Welterweight,L,0,21 of 84,65 of 128,0 of 0,0,0,0:00,11 of 69,2 of 5,8 of 10,21 of 84,0 of 0,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,2,0,1.0,0,300,21,84,65,128,0,0,11,69,2,5,8,10,21,84,0,0,0,0,4.2,13.0,2.2,0.4,1.6,4.2,0.0,0.0,0.25,0.5078125,0.0,0.15942028985507245,0.4,0.8,0.25,0.0,0.0,0.0,0.0,0.0,69.0,300.0,25.0,74.0,69.0,120.33333333333333,1.0,2.6666666666666665,12.0,55.666666666666664,9.333333333333334,14.0,3.6666666666666665,4.333333333333333,16.333333333333332,61.666666666666664,6.666666666666667,9.333333333333334,2.0,3.0,5.0,13.799999999999999,2.4,1.8666666666666665,0.7333333333333334,3.266666666666667,1.3333333333333333,0.39999999999999997
UFC Fight Night: Munoz vs Mousasi,Luke Barnatt - Sean Strickland,Luke Barnatt,Middleweight,L,0,44 of 187,44 of 187,0 of 1,0,0,0:30,23 of 133,14 of 33,7 of 21,43 of 182,1 of 3,0 of 2,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Grant Waterman,2,0,0.0,30,300,44,187,44,187,0,1,23,133,14,33,7,21,43,182,1,3,0,2,8.8,8.8,4.6,2.8,1.4,8.6,0.2,0.0,0.23529411764705882,0.23529411764705882,0.0,0.17293233082706766,0.42424242424242425,0.3333333333333333,0.23626373626373626,0.3333333333333333,0.0,0.0,0.0,0.0,14.666666666666666,300.0,40.0,137.66666666666666,61.0,159.33333333333334,0.3333333333333333,1.3333333333333333,21.666666666666668,100.66666666666667,12.333333333333334,25.666666666666668,6.0,11.333333333333334,31.333333333333332,124.33333333333333,7.666666666666667,11.333333333333334,1.0,2.0,8.0,12.200000000000001,4.333333333333333,2.4666666666666663,1.2,6.266666666666667,1.5333333333333332,0.20000000000000004
UFC Fight Night: Munoz vs Mousasi,Luke Barnatt - Sean Strickland,Sean Strickland,Middleweight,W,0,48 of 161,49 of 166,1 of 3,0,0,0:41,35 of 135,1 of 5,12 of 21,45 of 154,2 of 3,1 of 4,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Grant Waterman,21,1,4.0,41,300,48,161,49,166,1,3,35,135,1,5,12,21,45,154,2,3,1,4,9.6,9.8,7.0,0.2,2.4,9.0,0.4,0.2,0.2981366459627329,0.29518072289156627,0.3333333333333333,0.25925925925925924,0.2,0.5714285714285714,0.2922077922077922,0.6666666666666666,0.25,0.4,0.4,0.0,127.4,293.0,64.0,175.4,74.4,188.0,1.4,2.8,50.6,156.0,5.2,8.2,8.2,11.2,49.4,150.6,6.2,10.4,8.4,14.4,13.243773584905659,15.476981132075474,10.473962264150945,1.0611320754716984,1.7086792452830188,10.212830188679245,1.2769811320754718,1.7539622641509431
UFC Fight Night: Munoz vs Mousasi,Andy Ogle - Maximo Blanco,Andy Ogle,Featherweight,L,0,44 of 116,78 of 150,1 of 5,0,0,5:45,23 of 85,15 of 24,6 of 7,40 of 112,1 of 1,3 of 3,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Wolf Menninger,1,0,0.0,345,300,44,116,78,150,1,5,23,85,15,24,6,7,40,112,1,1,3,3,8.8,15.6,4.6,3.0,1.2,8.0,0.2,0.6,0.3793103448275862,0.52,0.2,0.27058823529411763,0.625,0.8571428571428571,0.35714285714285715,1.0,1.0,0.0,0.0,0.0,172.5,154.0,22.0,58.0,39.0,75.0,0.5,2.5,11.5,42.5,7.5,12.0,3.0,3.5,20.0,56.0,0.5,0.5,1.5,1.5,4.4,7.8,2.3,1.5,0.6,4.0,0.1,0.3
UFC Fight Night: Munoz vs Mousasi,Andy Ogle - Maximo Blanco,Maximo Blanco,Featherweight,W,1,60 of 117,117 of 184,1 of 2,0,2,2:27,47 of 102,7 of 9,6 of 6,54 of 111,5 of 5,1 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Wolf Menninger,4,1,3.0,147,300,60,117,117,184,1,2,47,102,7,9,6,6,54,111,5,5,1,1,12.0,23.4,9.4,1.4,1.2,10.8,1.0,0.2,0.5128205128205128,0.6358695652173914,0.5,0.46078431372549017,0.7777777777777778,1.0,0.4864864864864865,1.0,1.0,0.4,0.2,0.4,66.4,170.6,42.4,80.8,55.0,95.6,1.0,3.2,36.0,73.0,3.8,5.2,2.6,2.6,36.6,70.8,5.4,9.4,0.4,0.6,11.560733944954128,14.09577981651376,9.360091743119266,1.575321100917431,0.6253211009174311,10.40073394495413,1.08,0.08
UFC Fight Night: Munoz vs Mousasi,Tom Niinimaki - Niklas Backstrom,Tom Niinimaki,Featherweight,L,0,7 of 11,11 of 16,2 of 7,0,0,2:48,4 of 8,3 of 3,0 of 0,2 of 6,3 of 3,2 of 2,Submission,"Time:
        
        4:15","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,2,0,0.0,168,255,7,11,11,16,2,7,4,8,3,3,0,0,2,6,3,3,2,2,1.6470588235294117,2.588235294117647,0.9411764705882353,0.7058823529411765,0.0,0.47058823529411764,0.7058823529411765,0.47058823529411764,0.6363636363636364,0.6875,0.2857142857142857,0.5,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.0,74.66666666666667,206.66666666666666,13.666666666666666,26.333333333333332,15.666666666666666,28.666666666666668,0.6666666666666666,2.3333333333333335,4.0,14.666666666666666,3.0,3.6666666666666665,6.666666666666667,8.0,12.0,24.333333333333332,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.820909008764796,4.3926990150899075,1.1094244149272612,0.8067226890756302,1.9047619047619049,3.4287521460196984,0.23529411764705885,0.1568627450980392
UFC Fight Night: Munoz vs Mousasi,Tom Niinimaki - Niklas Backstrom,Niklas Backstrom,Featherweight,W,0,5 of 12,6 of 13,0 of 0,2,0,0:39,3 of 8,1 of 3,1 of 1,2 of 6,1 of 2,2 of 4,Submission,"Time:
        
        4:15","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,2,1,1.0,39,255,5,12,6,13,0,0,3,8,1,3,1,1,2,6,1,2,2,4,1.1764705882352942,1.411764705882353,0.7058823529411765,0.23529411764705882,0.23529411764705882,0.47058823529411764,0.23529411764705882,0.47058823529411764,0.4166666666666667,0.46153846153846156,0.0,0.375,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.0,1.0,0.3333333333333333,126.33333333333333,211.33333333333334,7.666666666666667,18.333333333333332,12.0,23.666666666666668,1.3333333333333333,1.6666666666666667,4.0,12.0,2.0,4.666666666666667,1.6666666666666667,1.6666666666666667,5.0,14.0,2.0,3.0,0.6666666666666666,1.3333333333333333,2.8976420948126087,3.7760734673616283,1.5812856788284935,0.411764705882353,0.9045917101017623,1.9560188632414992,0.7847604864730703,0.1568627450980392
UFC Fight Night: Munoz vs Mousasi,Mark Munoz - Gegard Mousasi,Mark Munoz,Middleweight,L,0,3 of 9,3 of 9,0 of 6,0,0,0:12,2 of 8,0 of 0,1 of 1,3 of 9,0 of 0,0 of 0,Submission,"Time:
        
        3:57","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard,2,0,1.0,12,237,3,9,3,9,0,6,2,8,0,0,1,1,3,9,0,0,0,0,0.7594936708860759,0.7594936708860759,0.5063291139240506,0.0,0.2531645569620253,0.7594936708860759,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,162.33333333333334,212.33333333333334,12.666666666666666,27.0,15.333333333333334,29.666666666666668,3.0,7.666666666666667,10.666666666666666,23.0,1.3333333333333333,3.0,0.6666666666666666,1.0,7.0,17.0,1.6666666666666667,3.0,4.0,7.0,2.5864978902953584,3.119831223628692,2.168776371308017,0.26666666666666666,0.1510548523206751,1.4531645569620253,0.3333333333333333,0.7999999999999999
UFC Fight Night: Munoz vs Mousasi,Mark Munoz - Gegard Mousasi,Gegard Mousasi,Middleweight,W,0,18 of 29,30 of 47,0 of 0,2,0,1:32,13 of 24,2 of 2,3 of 3,7 of 11,2 of 2,9 of 16,Submission,"Time:
        
        3:57","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard,9,1,3.0,92,237,18,29,30,47,0,0,13,24,2,2,3,3,7,11,2,2,9,16,4.556962025316455,7.594936708860759,3.291139240506329,0.5063291139240506,0.7594936708860759,1.7721518987341771,0.5063291139240506,2.2784810126582276,0.6206896551724138,0.6382978723404256,0.0,0.5416666666666666,1.0,1.0,0.6363636363636364,1.0,0.5625,0.2,0.6,0.0,209.2,180.4,24.2,43.2,57.0,82.2,1.0,1.0,18.2,37.0,2.6,2.8,3.4,3.4,10.6,25.6,1.8,2.6,11.8,15.0,13.152662246333131,28.12279686558167,10.434735784609202,0.9857102672292546,1.7322161944946752,3.5531605384769938,0.4123769338959212,9.187124773960218
UFC Fight Night: Munoz vs Mousasi,Magnus Cedenblad - Krzysztof Jotko,Magnus Cedenblad,Middleweight,W,0,17 of 31,58 of 83,3 of 5,1,1,6:27,6 of 17,8 of 11,3 of 3,8 of 20,7 of 8,2 of 3,Submission,"Time:
        
        4:59","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Wolf Menninger,3,1,3.0,387,299,17,31,58,83,3,5,6,17,8,11,3,3,8,20,7,8,2,3,3.411371237458194,11.638795986622073,1.2040133779264215,1.605351170568562,0.6020066889632107,1.605351170568562,1.4046822742474916,0.4013377926421405,0.5483870967741935,0.6987951807228916,0.6,0.35294117647058826,0.7272727272727273,1.0,0.4,0.875,0.6666666666666666,0.25,0.25,0.25,311.5,216.5,24.25,48.0,84.0,114.0,2.25,3.5,14.25,35.0,6.0,8.75,4.0,4.25,14.75,34.5,5.75,7.5,3.75,6.0,11.159515923484472,23.880008474411802,7.611931777750465,2.6561733825841136,0.8914107631498936,7.712266225911,2.496915249412937,0.9503344481605351
UFC Fight Night: Munoz vs Mousasi,Magnus Cedenblad - Krzysztof Jotko,Krzysztof Jotko,Middleweight,L,0,15 of 25,63 of 77,0 of 2,0,1,1:56,10 of 20,3 of 3,2 of 2,10 of 20,5 of 5,0 of 0,Submission,"Time:
        
        4:59","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Wolf Menninger,15,0,4.0,116,299,15,25,63,77,0,2,10,20,3,3,2,2,10,20,5,5,0,0,3.0100334448160533,12.642140468227424,2.0066889632107023,0.6020066889632107,0.4013377926421405,2.0066889632107023,1.0033444816053512,0.0,0.6,0.8181818181818182,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.2,0.0,0.2,117.6,251.6,38.0,80.8,75.6,121.2,1.0,2.2,20.2,60.2,10.0,12.2,7.8,8.4,17.6,57.2,15.0,16.4,5.4,7.2,8.255566010997109,15.781987415679382,4.6948971146760385,2.000401337792642,1.560267558528428,3.84811745365909,3.0006688963210704,1.4067796610169492
UFC Fight Night: Munoz vs Mousasi,Vaughan Lee - Iuri Alcantara,Vaughan Lee,Bantamweight,L,0,4 of 4,4 of 4,0 of 0,0,0,0:00,3 of 3,1 of 1,0 of 0,4 of 4,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:25","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Grant Waterman,1,0,0.0,0,25,4,4,4,4,0,0,3,3,1,1,0,0,4,4,0,0,0,0,9.6,9.6,7.199999999999999,2.4,0.0,9.6,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,36.0,162.5,15.5,27.5,28.0,41.5,0.0,0.0,11.0,22.0,2.5,3.0,2.0,2.5,10.0,19.0,0.5,0.5,5.0,8.0,7.5,10.0,5.5,1.6,0.4,6.4,0.1,1.0
UFC Fight Night: Munoz vs Mousasi,Vaughan Lee - Iuri Alcantara,Iuri Alcantara,Bantamweight,W,1,5 of 10,5 of 10,0 of 0,0,0,0:03,4 of 8,1 of 1,0 of 1,2 of 6,0 of 0,3 of 4,KO/TKO,"Time:
        
        0:25","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Grant Waterman,10,1,3.0,3,25,5,10,5,10,0,0,4,8,1,1,0,1,2,6,0,0,3,4,12.0,12.0,9.6,2.4,0.0,4.8,0.0,7.199999999999999,0.5,0.5,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.75,0.2,0.0,0.0,65.4,245.0,31.4,65.6,44.2,79.4,0.8,1.6,18.6,48.0,11.0,15.0,1.8,2.6,22.2,52.6,4.2,6.2,5.0,6.8,8.48,11.040000000000001,5.4799999999999995,2.64,0.36,5.32,0.8400000000000001,2.3199999999999994
UFC Fight Night: Munoz vs Mousasi,Francis Carmont - CB Dollaway,Francis Carmont,Middleweight,L,0,29 of 86,41 of 100,1 of 4,1,0,1:26,18 of 68,6 of 13,5 of 5,28 of 83,1 of 3,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,1,0,0.0,86,300,29,86,41,100,1,4,18,68,6,13,5,5,28,83,1,3,0,0,5.8,8.2,3.6,1.2,1.0,5.6,0.2,0.0,0.3372093023255814,0.41,0.25,0.2647058823529412,0.46153846153846156,1.0,0.3373493975903614,0.3333333333333333,0.0,0.0,0.5,0.0,56.5,160.0,23.5,68.5,29.5,75.5,0.5,2.5,13.5,53.5,4.0,8.5,6.0,6.5,22.0,66.0,1.5,2.5,0.0,0.0,29.9,31.1,15.3,3.6,11.0,26.8,3.1,0.0
UFC Fight Night: Munoz vs Mousasi,Francis Carmont - CB Dollaway,CB Dollaway,Middleweight,W,1,44 of 79,64 of 109,3 of 4,0,1,6:13,22 of 49,9 of 16,13 of 14,29 of 60,10 of 10,5 of 9,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts,5,1,2.0,373,300,44,79,64,109,3,4,22,49,9,16,13,14,29,60,10,10,5,9,8.8,12.8,4.4,1.8,2.6,5.8,2.0,1.0,0.5569620253164557,0.5871559633027523,0.75,0.4489795918367347,0.5625,0.9285714285714286,0.48333333333333334,1.0,0.5555555555555556,0.4,0.2,0.4,204.2,198.0,32.0,63.8,47.8,82.8,2.2,3.8,21.0,48.8,4.4,7.6,6.6,7.4,19.2,45.4,4.2,4.8,8.6,13.6,12.22857142857143,15.38857142857143,7.697142857142856,2.434285714285714,2.097142857142857,8.502857142857144,2.005714285714286,1.72
UFC Fight Night: Munoz vs Mousasi,Viktor Pesta - Ruslan Magomedov,Viktor Pesta,Heavyweight,L,0,26 of 84,46 of 120,1 of 9,0,0,3:10,20 of 77,6 of 7,0 of 0,14 of 65,7 of 11,5 of 8,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard,4,0,1.0,190,300,26,84,46,120,1,9,20,77,6,7,0,0,14,65,7,11,5,8,5.2,9.2,4.0,1.2,0.0,2.8,1.4,1.0,0.30952380952380953,0.38333333333333336,0.1111111111111111,0.2597402597402597,0.8571428571428571,0.0,0.2153846153846154,0.6363636363636364,0.625,0.0,0.0,0.0,259.6,181.0,15.8,43.4,47.8,83.2,2.2,7.6,11.6,38.6,2.8,3.2,1.4,1.6,6.4,29.4,2.0,3.8,7.4,10.2,4.873821554205309,16.44599936040934,3.3674064598656854,0.9864150943396226,0.52,2.1626351135273425,0.4,2.311186440677966
UFC Fight Night: Munoz vs Mousasi,Viktor Pesta - Ruslan Magomedov,Ruslan Magomedov,Heavyweight,W,0,47 of 117,51 of 121,0 of 0,0,0,0:05,36 of 103,5 of 6,6 of 8,45 of 114,1 of 2,1 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard,2,1,3.0,5,300,47,117,51,121,0,0,36,103,5,6,6,8,45,114,1,2,1,1,9.4,10.2,7.2,1.0,1.2,9.0,0.2,0.2,0.4017094017094017,0.4214876033057851,0.0,0.34951456310679613,0.8333333333333334,0.75,0.39473684210526316,0.5,1.0,0.3333333333333333,0.0,0.0,56.333333333333336,300.0,60.333333333333336,126.0,67.0,132.66666666666666,0.3333333333333333,0.3333333333333333,40.666666666666664,103.0,11.333333333333334,13.333333333333334,8.333333333333334,9.666666666666666,52.666666666666664,116.66666666666667,7.333333333333333,9.0,0.3333333333333333,0.3333333333333333,12.066666666666668,13.4,8.133333333333333,2.2666666666666666,1.6666666666666667,10.533333333333333,1.4666666666666666,0.06666666666666667
UFC Fight Night: Munoz vs Mousasi,Nick Hein - Drew Dober,Nick Hein,Lightweight,W,0,50 of 105,87 of 148,2 of 6,0,0,4:15,42 of 96,6 of 7,2 of 2,49 of 103,1 of 2,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard,7,1,4.0,255,300,50,105,87,148,2,6,42,96,6,7,2,2,49,103,1,2,0,0,10.0,17.4,8.4,1.2,0.4,9.8,0.2,0.0,0.47619047619047616,0.5878378378378378,0.3333333333333333,0.4375,0.8571428571428571,1.0,0.47572815533980584,0.5,0.0,0.4,0.0,0.2,76.2,300.0,39.0,100.8,55.6,119.4,1.0,3.0,27.0,81.4,6.2,12.2,5.8,7.2,37.0,96.4,1.6,4.0,0.4,0.4,7.8,11.12,5.4,1.24,1.16,7.4,0.32,0.08
UFC Fight Night: Munoz vs Mousasi,Nick Hein - Drew Dober,Drew Dober,Lightweight,L,0,49 of 127,97 of 178,0 of 4,0,0,2:59,31 of 100,9 of 15,9 of 12,37 of 115,7 of 7,5 of 5,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard,22,0,3.0,179,300,49,127,97,178,0,4,31,100,9,15,9,12,37,115,7,7,5,5,9.8,19.4,6.2,1.8,1.8,7.4,1.4,1.0,0.3858267716535433,0.5449438202247191,0.0,0.31,0.6,0.75,0.3217391304347826,1.0,1.0,0.2,0.2,0.0,109.0,174.2,22.0,54.2,38.0,71.8,1.0,3.8,15.4,44.8,3.4,5.4,3.2,4.0,15.4,43.6,4.4,7.8,2.2,2.8,6.2214285714285715,9.778571428571428,4.321428571428571,0.9628571428571432,0.937142857142857,4.395714285714286,1.2442857142857142,0.5814285714285714
UFC 173: Barao vs Dillashaw,David Michaud - Li Jingliang,David Michaud,Welterweight,L,0,41 of 121,69 of 152,3 of 8,2,0,3:31,29 of 100,8 of 13,4 of 8,28 of 100,7 of 12,6 of 9,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,2,0,1.0,211,300,41,121,69,152,3,8,29,100,8,13,4,8,28,100,7,12,6,9,8.2,13.8,5.8,1.6,0.8,5.6,1.4,1.2,0.33884297520661155,0.45394736842105265,0.375,0.29,0.6153846153846154,0.5,0.28,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,221.0,231.66666666666666,45.0,104.33333333333333,71.33333333333333,137.66666666666666,2.3333333333333335,4.0,33.0,86.0,9.333333333333334,13.0,2.6666666666666665,5.333333333333333,29.333333333333332,80.66666666666667,7.0,11.333333333333334,8.666666666666666,12.333333333333334,11.44561403508772,17.431578947368422,8.614035087719298,2.2982456140350878,0.5333333333333333,7.5929824561403505,1.9754385964912282,1.8771929824561404
UFC 173: Barao vs Dillashaw,David Michaud - Li Jingliang,Li Jingliang,Welterweight,W,0,61 of 156,84 of 180,2 of 6,0,0,3:35,46 of 133,3 of 5,12 of 18,38 of 116,7 of 13,16 of 27,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,17,1,3.0,215,300,61,156,84,180,2,6,46,133,3,5,12,18,38,116,7,13,16,27,12.2,16.8,9.2,0.6,2.4,7.6,1.4,3.2,0.391025641025641,0.4666666666666667,0.3333333333333333,0.3458646616541353,0.6,0.6666666666666666,0.3275862068965517,0.5384615384615384,0.5925925925925926,0.4,0.0,0.2,76.8,197.6,40.4,99.8,50.6,111.0,1.2,3.2,29.4,83.8,3.2,5.4,7.8,10.6,30.0,83.4,2.0,3.8,8.4,12.6,13.348737086603174,15.978504037618915,10.259805594210246,1.1635036496350364,1.9254278427578932,9.62560817766558,0.39999999999999997,3.323128908937597
UFC 173: Barao vs Dillashaw,Michael Chiesa - Francisco Trinaldo,Michael Chiesa,Lightweight,W,0,19 of 70,121 of 208,2 of 7,0,0,8:49,14 of 63,4 of 6,1 of 1,10 of 48,1 of 1,8 of 21,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,16,1,4.0,529,300,19,70,121,208,2,7,14,63,4,6,1,1,10,48,1,1,8,21,3.8,24.2,2.8,0.8,0.2,2.0,0.2,1.6,0.2714285714285714,0.5817307692307693,0.2857142857142857,0.2222222222222222,0.6666666666666666,1.0,0.20833333333333334,1.0,0.38095238095238093,0.0,0.6,0.0,252.2,198.2,26.4,67.4,61.2,111.8,2.0,4.4,18.8,57.8,5.0,7.0,2.6,2.6,16.4,52.0,4.2,5.8,5.8,9.6,8.337923096382493,16.558482165443966,5.529494055147988,1.6333189982291927,1.1751100430053123,5.2948823678219075,1.6050746268656713,1.4379661016949155
UFC 173: Barao vs Dillashaw,Michael Chiesa - Francisco Trinaldo,Francisco Trinaldo,Lightweight,L,0,13 of 34,23 of 44,0 of 0,1,0,0:00,7 of 27,4 of 5,2 of 2,11 of 32,2 of 2,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,19,0,4.0,0,300,13,34,23,44,0,0,7,27,4,5,2,2,11,32,2,2,0,0,2.6,4.6,1.4,0.8,0.4,2.2,0.4,0.0,0.38235294117647056,0.5227272727272727,0.0,0.25925925925925924,0.8,1.0,0.34375,1.0,0.0,0.2,0.2,0.2,175.8,272.6,34.2,86.0,53.6,106.4,0.6,1.0,19.8,68.6,8.4,10.8,6.0,6.6,22.2,65.2,4.8,7.0,7.2,13.8,7.411533742331288,11.291533742331287,4.464294478527607,1.7472392638036809,1.2000000000000002,4.574478527607362,1.027239263803681,1.8098159509202454
UFC 173: Barao vs Dillashaw,Daniel Cormier - Dan Henderson,Daniel Cormier,Heavyweight,W,0,50 of 80,131 of 173,3 of 3,2,0,11:16,35 of 64,15 of 16,0 of 0,4 of 17,0 of 0,46 of 63,Submission,"Time:
        
        3:53","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne,10,1,4.0,676,233,50,80,131,173,3,3,35,64,15,16,0,0,4,17,0,0,46,63,12.875536480686696,33.73390557939914,9.012875536480687,3.8626609442060085,0.0,1.0300429184549356,0.0,11.84549356223176,0.625,0.7572254335260116,1.0,0.546875,0.9375,0.0,0.23529411764705882,0.0,0.7301587301587301,0.0,1.0,0.0,434.0,258.4,60.8,126.6,130.2,205.6,2.2,5.4,46.6,105.4,8.2,12.6,6.0,8.6,29.0,81.0,14.6,22.0,17.2,23.6,13.550956352741114,30.029799983804356,10.432009069560287,1.8834755850676168,1.2354716981132075,6.023367074257025,3.0264150943396224,4.501174184144466
UFC 173: Barao vs Dillashaw,Daniel Cormier - Dan Henderson,Dan Henderson,Heavyweight,L,0,6 of 18,12 of 25,0 of 1,0,0,0:04,1 of 13,3 of 3,2 of 2,3 of 13,2 of 3,1 of 2,Submission,"Time:
        
        3:53","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne,5,0,2.0,4,233,6,18,12,25,0,1,1,13,3,3,2,2,3,13,2,3,1,2,1.5450643776824033,3.0901287553648067,0.2575107296137339,0.7725321888412017,0.5150214592274678,0.7725321888412017,0.5150214592274678,0.2575107296137339,0.3333333333333333,0.48,0.0,0.07692307692307693,1.0,1.0,0.23076923076923078,0.6666666666666666,0.5,0.4,0.0,0.0,2.2,109.0,7.6,15.6,10.8,19.0,0.0,0.2,4.6,12.2,0.6,0.8,2.4,2.6,4.4,11.4,1.0,1.6,2.2,2.6,8.214152319312905,9.902475539676972,6.607167170553289,0.15450643776824033,1.4524787109913762,3.6507788864707735,0.8074377893824394,3.755935643459692
