Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee
UFC on FUEL TV: Gustafsson vs Silva,Papy Abedi - James Head,James Head,Welterweight Bout,W,0,21 of 43,28 of 50,0 of 0,1,0,0:43,16 of 36,5 of 7,0 of 0,9 of 28,10 of 12,2 of 3,Submission,"Time:
        
        4:33","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Robert Sundel
UFC on FUEL TV: Gustafsson vs Silva,Paulo Thiago - Siyar Bahadurzada,Paulo Thiago,Welterweight Bout,L,0,0 of 2,0 of 2,0 of 0,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:42","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Paulo Thiago - Siyar Bahadurzada,Siyar Bahadurzada,Welterweight Bout,W,1,3 of 4,3 of 4,0 of 0,0,0,0:02,3 of 4,0 of 0,0 of 0,3 of 4,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:42","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FUEL TV: Gustafsson vs Silva,Brian Stann - Alessio Sakara,Brian Stann,Middleweight Bout,W,1,18 of 33,28 of 47,0 of 0,0,0,1:16,14 of 29,1 of 1,3 of 3,7 of 16,5 of 8,6 of 9,KO/TKO,"Time:
        
        2:26","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FUEL TV: Gustafsson vs Silva,Brian Stann - Alessio Sakara,Alessio Sakara,Middleweight Bout,L,0,7 of 14,13 of 20,0 of 0,0,0,0:00,5 of 12,2 of 2,0 of 0,5 of 10,2 of 4,0 of 0,KO/TKO,"Time:
        
        2:26","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC on FX: Alves vs Kampmann,Anthony Perosh - Nick Penner,Anthony Perosh,Light Heavyweight Bout,W,0,25 of 45,35 of 57,2 of 4,0,0,2:28,24 of 44,0 of 0,1 of 1,2 of 9,2 of 3,21 of 33,KO/TKO,"Time:
        
        4:59","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC on FX: Alves vs Kampmann,Anthony Perosh - Nick Penner,Nick Penner,Light Heavyweight Bout,L,0,5 of 22,9 of 26,0 of 0,0,1,0:10,4 of 21,1 of 1,0 of 0,3 of 19,1 of 1,1 of 2,KO/TKO,"Time:
        
        4:59","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC on FX: Alves vs Kampmann,Mackens Semerzier - Daniel Pineda,Mackens Semerzier,Featherweight Bout,L,0,9 of 12,9 of 12,0 of 0,0,0,0:20,4 of 7,2 of 2,3 of 3,6 of 9,3 of 3,0 of 0,Submission,"Time:
        
        2:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,Mackens Semerzier - Daniel Pineda,Daniel Pineda,Featherweight Bout,W,1,14 of 21,15 of 22,0 of 0,2,0,0:19,11 of 18,2 of 2,1 of 1,10 of 16,3 of 4,1 of 1,Submission,"Time:
        
        2:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,Oli Thompson - Shawn Jordan,Oli Thompson,Heavyweight Bout,L,0,29 of 62,32 of 66,0 of 1,1,0,0:05,15 of 48,6 of 6,8 of 8,28 of 60,1 of 2,0 of 0,KO/TKO,"Time:
        
        3:53","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",
UFC on FX: Alves vs Kampmann,Oli Thompson - Shawn Jordan,Shawn Jordan,Heavyweight Bout,W,0,64 of 113,68 of 117,0 of 0,0,0,1:21,57 of 105,7 of 8,0 of 0,56 of 102,6 of 6,2 of 5,KO/TKO,"Time:
        
        3:53","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",
UFC on FX: Alves vs Kampmann,Kyle Noke - Andrew Craig,Kyle Noke,Middleweight Bout,L,0,36 of 63,40 of 67,3 of 7,1,0,3:29,20 of 40,9 of 15,7 of 8,29 of 56,1 of 1,6 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC on FX: Alves vs Kampmann,Kyle Noke - Andrew Craig,Andrew Craig,Middleweight Bout,W,0,36 of 79,104 of 158,1 of 2,0,0,3:56,30 of 68,4 of 7,2 of 4,24 of 66,3 of 3,9 of 10,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC on FX: Alves vs Kampmann,Joseph Benavidez - Yasuhiro Urushitani,Joseph Benavidez,Flyweight Bout,W,1,18 of 50,33 of 65,1 of 5,1,0,2:51,8 of 29,6 of 10,4 of 11,12 of 42,2 of 2,4 of 6,KO/TKO,"Time:
        
        0:11","Round:
        
        2","Time format:
        
        3 Rnd + OT (5-5-5-5)",Steve Perceval
UFC on FX: Alves vs Kampmann,Joseph Benavidez - Yasuhiro Urushitani,Yasuhiro Urushitani,Flyweight Bout,L,0,8 of 18,12 of 22,0 of 0,0,0,0:00,5 of 13,2 of 2,1 of 3,8 of 18,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:11","Round:
        
        2","Time format:
        
        3 Rnd + OT (5-5-5-5)",Steve Perceval
UFC on FX: Alves vs Kampmann,Thiago Alves - Martin Kampmann,Thiago Alves,Welterweight Bout,L,0,62 of 118,90 of 151,2 of 3,0,0,2:31,42 of 91,11 of 12,9 of 15,60 of 113,1 of 1,1 of 4,Submission,"Time:
        
        4:12","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC on FX: Alves vs Kampmann,Thiago Alves - Martin Kampmann,Martin Kampmann,Welterweight Bout,W,0,47 of 118,57 of 133,1 of 7,1,1,2:29,34 of 104,13 of 14,0 of 0,39 of 107,8 of 11,0 of 0,Submission,"Time:
        
        4:12","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC on FX: Alves vs Kampmann,Demetrious Johnson - Ian McCall,Demetrious Johnson,Flyweight Bout,D,0,75 of 145,103 of 175,0 of 4,0,1,0:45,44 of 108,11 of 12,20 of 25,68 of 133,7 of 12,0 of 0,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd + OT (5-5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,Demetrious Johnson - Ian McCall,Ian McCall,Flyweight Bout,D,0,61 of 144,139 of 229,4 of 9,0,0,3:46,31 of 99,16 of 20,14 of 25,36 of 108,12 of 18,13 of 18,Decision - Majority,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd + OT (5-5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,James Te Huna - Aaron Rosa,James Te Huna,Light Heavyweight Bout,W,0,22 of 33,37 of 50,0 of 0,0,0,1:06,20 of 31,0 of 0,2 of 2,11 of 18,4 of 7,7 of 8,KO/TKO,"Time:
        
        2:08","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,James Te Huna - Aaron Rosa,Aaron Rosa,Light Heavyweight Bout,L,0,0 of 12,16 of 29,0 of 0,0,0,0:00,0 of 12,0 of 0,0 of 0,0 of 12,0 of 0,0 of 0,KO/TKO,"Time:
        
        2:08","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC on FX: Alves vs Kampmann,Cole Miller - Steven Siler,Cole Miller,Featherweight Bout,L,0,72 of 152,77 of 157,1 of 5,0,0,2:43,44 of 117,11 of 17,17 of 18,54 of 130,16 of 19,2 of 3,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC on FX: Alves vs Kampmann,Cole Miller - Steven Siler,Steven Siler,Featherweight Bout,W,0,81 of 221,95 of 235,1 of 6,1,0,1:18,50 of 189,20 of 20,11 of 12,64 of 193,17 of 28,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC on FX: Alves vs Kampmann,TJ Waldburger - Jake Hecht,TJ Waldburger,Welterweight Bout,W,0,3 of 3,3 of 3,1 of 1,1,0,0:06,2 of 2,0 of 0,1 of 1,3 of 3,0 of 0,0 of 0,Submission,"Time:
        
        0:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC on FX: Alves vs Kampmann,TJ Waldburger - Jake Hecht,Jake Hecht,Welterweight Bout,L,0,2 of 5,2 of 5,0 of 0,0,0,0:03,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0,Submission,"Time:
        
        0:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC on FX: Alves vs Kampmann,Court McGee - Constantinos Philippou,Court McGee,Middleweight Bout,L,0,58 of 167,70 of 181,0 of 8,0,0,0:38,31 of 129,15 of 22,12 of 16,54 of 159,4 of 8,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC on FX: Alves vs Kampmann,Court McGee - Constantinos Philippou,Constantinos Philippou,Middleweight Bout,W,0,60 of 155,62 of 157,0 of 0,0,0,0:02,55 of 147,4 of 7,1 of 1,60 of 155,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",John Sharp
UFC 144: Edgar vs Henderson,Quinton Jackson - Ryan Bader,Quinton Jackson,Light Heavyweight Bout,L,0,16 of 39,30 of 53,1 of 4,0,0,0:21,8 of 29,6 of 8,2 of 2,9 of 31,6 of 6,1 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Quinton Jackson - Ryan Bader,Ryan Bader,Light Heavyweight Bout,W,0,55 of 101,109 of 158,4 of 9,0,0,8:47,27 of 71,9 of 9,19 of 21,20 of 55,10 of 13,25 of 33,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Yoshihiro Akiyama - Jake Shields,Yoshihiro Akiyama,Welterweight Bout,L,0,33 of 97,52 of 118,2 of 4,0,0,1:08,29 of 92,2 of 3,2 of 2,28 of 90,5 of 7,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Yoshihiro Akiyama - Jake Shields,Jake Shields,Welterweight Bout,W,0,91 of 201,119 of 232,2 of 14,0,0,3:43,49 of 142,24 of 32,18 of 27,79 of 177,11 of 23,1 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Takeya Mizugaki - Chris Cariaso,Takeya Mizugaki,Bantamweight Bout,L,0,28 of 88,70 of 141,2 of 4,0,0,8:05,20 of 74,6 of 8,2 of 6,6 of 51,8 of 12,14 of 25,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Takeya Mizugaki - Chris Cariaso,Chris Cariaso,Bantamweight Bout,W,0,37 of 77,75 of 119,0 of 1,0,1,1:23,21 of 58,15 of 18,1 of 1,14 of 49,23 of 28,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Norifumi Yamamoto - Vaughan Lee,Norifumi Yamamoto,Bantamweight Bout,L,0,21 of 49,21 of 49,1 of 2,0,0,0:39,19 of 45,2 of 4,0 of 0,17 of 40,4 of 9,0 of 0,Submission,"Time:
        
        4:29","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Norifumi Yamamoto - Vaughan Lee,Vaughan Lee,Bantamweight Bout,W,1,14 of 30,32 of 48,0 of 1,2,0,0:04,9 of 24,4 of 5,1 of 1,7 of 22,7 of 8,0 of 0,Submission,"Time:
        
        4:29","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Riki Fukuda - Steve Cantwell,Riki Fukuda,Middleweight Bout,W,0,124 of 242,187 of 310,3 of 6,0,0,3:36,86 of 190,15 of 21,23 of 31,99 of 193,19 of 37,6 of 12,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Riki Fukuda - Steve Cantwell,Steve Cantwell,Middleweight Bout,L,0,47 of 148,49 of 151,1 of 1,1,0,0:12,29 of 112,12 of 28,6 of 8,33 of 125,14 of 23,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Zhang Tiequan - Issei Tamura,Zhang Tiequan,Featherweight Bout,L,0,6 of 19,6 of 19,0 of 0,1,0,0:01,3 of 16,0 of 0,3 of 3,6 of 19,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:32","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Zhang Tiequan - Issei Tamura,Issei Tamura,Featherweight Bout,W,2,15 of 24,77 of 90,1 of 2,0,0,4:11,15 of 24,0 of 0,0 of 0,7 of 13,0 of 0,8 of 11,KO/TKO,"Time:
        
        0:32","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Anthony Pettis - Joe Lauzon,Anthony Pettis,Lightweight Bout,W,1,9 of 20,9 of 20,0 of 0,0,0,0:02,8 of 17,0 of 1,1 of 2,6 of 16,0 of 0,3 of 4,KO/TKO,"Time:
        
        1:21","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Anthony Pettis - Joe Lauzon,Joe Lauzon,Lightweight Bout,L,0,0 of 8,0 of 8,0 of 0,0,0,0:00,0 of 8,0 of 0,0 of 0,0 of 8,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:21","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Takanori Gomi - Eiji Mitsuoka,Takanori Gomi,Lightweight Bout,W,0,48 of 107,95 of 156,0 of 0,0,0,0:26,34 of 87,11 of 17,3 of 3,31 of 85,10 of 14,7 of 8,KO/TKO,"Time:
        
        2:21","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Takanori Gomi - Eiji Mitsuoka,Eiji Mitsuoka,Lightweight Bout,L,1,32 of 66,34 of 69,1 of 4,1,0,1:28,31 of 64,0 of 1,1 of 1,32 of 65,0 of 1,0 of 0,KO/TKO,"Time:
        
        2:21","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Frankie Edgar - Benson Henderson,Frankie Edgar,UFC Lightweight Title Bout,L,0,68 of 190,81 of 204,5 of 12,0,0,2:08,33 of 132,18 of 37,17 of 21,57 of 177,6 of 6,5 of 7,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Frankie Edgar - Benson Henderson,Benson Henderson,UFC Lightweight Title Bout,W,0,87 of 264,100 of 277,1 of 1,3,0,0:37,50 of 212,25 of 32,12 of 20,71 of 240,8 of 11,8 of 13,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 144: Edgar vs Henderson,Yushin Okami - Tim Boetsch,Yushin Okami,Middleweight Bout,L,0,29 of 75,43 of 91,1 of 2,0,0,4:01,26 of 72,2 of 2,1 of 1,19 of 58,0 of 0,10 of 17,KO/TKO,"Time:
        
        0:54","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Yushin Okami - Tim Boetsch,Tim Boetsch,Middleweight Bout,W,1,42 of 93,47 of 99,0 of 1,1,0,0:07,36 of 79,3 of 9,3 of 5,26 of 76,11 of 12,5 of 5,KO/TKO,"Time:
        
        0:54","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Leon Roberts
UFC 144: Edgar vs Henderson,Hatsu Hioki - Bart Palaszewski,Hatsu Hioki,Featherweight Bout,W,0,67 of 111,175 of 221,2 of 5,2,1,8:21,48 of 86,15 of 21,4 of 4,31 of 68,2 of 2,34 of 41,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Hatsu Hioki - Bart Palaszewski,Bart Palaszewski,Featherweight Bout,L,0,26 of 78,31 of 84,0 of 0,1,0,0:15,10 of 45,6 of 10,10 of 23,25 of 77,1 of 1,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Mark Hunt - Cheick Kongo,Mark Hunt,Heavyweight Bout,W,1,10 of 16,10 of 16,0 of 0,0,0,0:18,8 of 14,0 of 0,2 of 2,9 of 15,0 of 0,1 of 1,KO/TKO,"Time:
        
        2:11","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 144: Edgar vs Henderson,Mark Hunt - Cheick Kongo,Cheick Kongo,Heavyweight Bout,L,0,5 of 12,5 of 12,0 of 0,0,0,0:08,2 of 7,2 of 2,1 of 3,4 of 11,1 of 1,0 of 0,KO/TKO,"Time:
        
        2:11","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC on FUEL TV: Sanchez vs Ellenberger,Diego Sanchez - Jake Ellenberger,Diego Sanchez,Welterweight Bout,L,0,29 of 114,63 of 158,0 of 1,0,0,1:08,17 of 92,9 of 18,3 of 4,27 of 109,0 of 3,2 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Diego Sanchez - Jake Ellenberger,Jake Ellenberger,Welterweight Bout,W,1,62 of 124,78 of 141,2 of 8,0,0,1:42,44 of 102,10 of 13,8 of 9,51 of 103,7 of 12,4 of 9,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve - Dave Herman,Stefan Struve,Heavyweight Bout,W,1,47 of 81,82 of 124,1 of 1,0,0,0:55,26 of 59,5 of 5,16 of 17,39 of 69,0 of 0,8 of 12,KO/TKO,"Time:
        
        3:52","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Josh Rosenthal
UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve - Dave Herman,Dave Herman,Heavyweight Bout,L,0,51 of 74,51 of 74,0 of 0,0,0,0:06,16 of 33,13 of 15,22 of 26,51 of 74,0 of 0,0 of 0,KO/TKO,"Time:
        
        3:52","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Josh Rosenthal
UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw - Walel Watson,TJ Dillashaw,Bantamweight Bout,W,0,85 of 114,154 of 192,3 of 7,5,0,12:22,76 of 105,5 of 5,4 of 4,9 of 15,0 of 0,76 of 99,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Josh Rosenthal
UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw - Walel Watson,Walel Watson,Bantamweight Bout,L,0,11 of 33,19 of 42,0 of 0,1,0,0:00,10 of 31,1 of 2,0 of 0,7 of 26,0 of 0,4 of 7,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Josh Rosenthal
UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic - Philip De Fries,Stipe Miocic,Heavyweight Bout,W,1,8 of 17,10 of 19,0 of 0,0,0,0:04,8 of 17,0 of 0,0 of 0,5 of 14,0 of 0,3 of 3,KO/TKO,"Time:
        
        0:43","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic - Philip De Fries,Philip De Fries,Heavyweight Bout,L,0,7 of 18,7 of 18,0 of 0,0,0,0:00,7 of 18,0 of 0,0 of 0,6 of 17,1 of 1,0 of 0,KO/TKO,"Time:
        
        0:43","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means - Bernardo Magalhaes,Tim Means,Lightweight Bout,W,0,83 of 170,98 of 186,0 of 0,0,0,0:59,49 of 132,31 of 35,3 of 3,46 of 125,21 of 25,16 of 20,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bo Nesslein
UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means - Bernardo Magalhaes,Bernardo Magalhaes,Lightweight Bout,L,0,28 of 68,30 of 70,0 of 11,0,1,0:09,15 of 53,5 of 6,8 of 9,28 of 68,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bo Nesslein
UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar - John Albert,Ivan Menjivar,Bantamweight Bout,W,0,25 of 35,33 of 44,1 of 1,2,0,2:09,21 of 30,4 of 5,0 of 0,4 of 11,0 of 1,21 of 23,Submission,"Time:
        
        3:45","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jim Axtel
UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar - John Albert,John Albert,Bantamweight Bout,L,0,31 of 55,37 of 64,0 of 0,3,0,0:13,17 of 38,12 of 15,2 of 2,17 of 36,13 of 15,1 of 4,Submission,"Time:
        
        3:45","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jim Axtel
UFC on FUEL TV: Sanchez vs Ellenberger,Jonathan Brookins - Vagner Rocha,Jonathan Brookins,Featherweight Bout,W,0,18 of 28,18 of 28,1 of 1,0,0,0:07,13 of 21,4 of 6,1 of 1,9 of 18,0 of 1,9 of 9,KO/TKO,"Time:
        
        1:32","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Jonathan Brookins - Vagner Rocha,Vagner Rocha,Featherweight Bout,L,0,7 of 16,7 of 16,0 of 0,0,0,0:00,4 of 12,2 of 3,1 of 1,7 of 16,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:32","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC on FUEL TV: Sanchez vs Ellenberger,Anton Kuivanen - Justin Salas,Anton Kuivanen,Lightweight Bout,L,0,38 of 115,39 of 117,0 of 0,0,0,0:01,16 of 85,19 of 26,3 of 4,29 of 102,9 of 12,0 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Powell
UFC on FUEL TV: Sanchez vs Ellenberger,Anton Kuivanen - Justin Salas,Justin Salas,Lightweight Bout,W,0,50 of 111,66 of 129,4 of 15,0,0,4:14,24 of 78,13 of 16,13 of 17,32 of 87,8 of 11,10 of 13,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Powell
UFC on FUEL TV: Sanchez vs Ellenberger,Aaron Simpson - Ronny Markes,Aaron Simpson,Middleweight Bout,L,1,55 of 84,75 of 104,0 of 5,0,0,2:28,34 of 61,11 of 13,10 of 10,24 of 47,13 of 14,18 of 23,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Axtel
