KD,Sub. Att,Reversal,Rounds,landed_sig. str.,atmp_sig. str.,landed_total str.,atmp_total str.,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,Control Time Sec,Total_fight_length_sec,Sig_Str_Acc,Sig_Str_LpM,Total_Str_Acc,Total_Str_LpM,Head_Str_Acc,Head_Str_LpM,Body_Str_Acc,Body_Str_LpM,Leg_Str_Acc,Leg_Str_LpM,Distance_Str_Acc,Distance_Str_LpM,Clinch_Str_Acc,Clinch_Str_LpM,Ground_Str_Acc,Ground_Str_LpM,TD_Avg.,TD_Acc.,TD_Def.,Control_Ratio,height_cm,reach_cm,stance,age_at_fight_days,fighter
0.0,0.2,0.0,2.6,40.6,87.8,66.6,117.6,0.8,2.2,30.2,73.8,6.0,8.8,4.4,5.0,31.6,76.6,5.8,7.4,3.0,3.4,176.6,683.4,0.44581102242534615,3.0858962506420133,0.5247805012482573,5.037945557267591,0.3570846127849291,2.095839753466872,0.6188744588744589,0.43609655880842324,0.7373737373737373,0.5672932717000514,0.37570509521358725,2.4012532100667694,0.72,0.41760657421674374,0.37333333333333335,0.26703646635850026,0.05848998459167951,0.2857142857142857,0.4,0.22635781544256123,187.96,200.66,1.0,10997.6,Rodrigo Nascimento
0.5,0.0,0.0,2.0,72.5,158.0,86.0,174.0,0.5,6.0,38.5,111.5,15.5,26.5,18.5,23.5,63.0,147.0,5.0,7.5,1.0,2.5,125.5,564.5,0.46822584455468935,8.640228478172174,0.4849692601229595,9.933187772925763,0.32011605415860733,3.8363901018922855,0.5977272727272727,1.7111111111111112,0.8138888888888889,2.0,0.4595827900912647,7.100591715976331,0.8076923076923077,0.5286754002911208,0.2,0.26200873362445415,0.03333333333333333,0.041666666666666664,1.0,0.14758369723435225,177.8,182.88,3.0,9329.5,Billy Ray Goff
0.0,0.5,0.5,3.0,97.0,212.0,106.5,220.5,0.5,1.5,67.0,180.0,6.5,11.0,3.0,3.0,85.0,202.0,1.5,1.5,0.5,0.5,13.5,900.0,0.4694909688013137,6.666666666666667,0.48523150062009096,7.1,0.45456255171894977,6.033333333333333,0.6025641025641025,0.43333333333333335,1.0,0.19999999999999998,0.4644936751221471,6.466666666666667,1.0,0.1,0.5,0.03333333333333333,0.03333333333333333,0.25,0.25,0.015,193.04,195.58,1.0,10483.0,Trey Waters
0.2,0.0,0.6,2.4,51.2,116.8,64.6,129.8,0.6,1.6,35.8,92.8,11.8,19.2,2.2,3.2,41.8,103.8,1.8,2.4,9.8,12.6,51.4,659.6,0.4504583914435137,4.737811002130407,0.47447355140360026,5.527124872088725,0.41158349701827956,3.3932066696575687,0.4427231762270125,1.0877056175041329,0.5833333333333333,0.25689871496870437,0.38074741034563875,3.7478589647690312,0.4666666666666666,0.15129578727018583,0.6710424710424711,0.8386562500911889,0.0404040404040404,0.2,1.0,0.06534134877727796,175.26,187.96,1.0,13526.0,Diego Ferreira
0.75,0.5,0.0,2.25,51.25,104.75,70.5,130.5,2.5,3.0,29.5,75.75,12.5,19.0,9.25,10.0,41.5,92.75,1.0,2.5,8.75,9.5,226.0,608.75,0.5233627331711274,4.932942338653425,0.574948657446855,7.516073387853902,0.4465208363291248,2.8037082282323045,0.48985540162010754,1.0299220272904483,0.9125,1.0072068199727773,0.42871631809554217,3.838920405532517,0.1,0.06666666666666667,0.6766304347826086,1.02618740597464,0.26606492001228843,0.8875,0.85,0.424134767169015,170.18,167.64000000000001,2.0,11265.25,Mateusz Rebecki
0.0,0.0,0.2,2.6,44.0,86.6,53.2,96.8,0.4,3.8,38.2,78.8,5.0,6.6,0.8,1.2,31.6,70.4,4.2,5.8,4.6,6.8,152.0,749.4,0.5132465892287982,3.6759831258665043,0.5542294883532459,4.514365502430538,0.47385687405267296,3.243673658014596,0.7290909090909091,0.37897613451857565,0.3,0.05333333333333333,0.44329148702431515,2.568922037450296,0.6717171717171717,0.29990772112701813,0.2787301587301587,0.5460019550342131,0.05240174672489083,0.06666666666666667,0.3666666666666667,0.21438777226674705,165.1,170.18,2.0,11225.0,JJ Aldrich
0.0,0.2,0.2,2.6,47.4,98.8,63.6,119.6,1.0,3.0,31.6,77.6,8.2,12.4,7.4,8.4,36.6,82.4,5.4,9.4,3.8,5.6,113.4,733.8,0.5383211602395528,3.2939130434782613,0.6228526760931326,4.493333333333334,0.3567629149974384,2.1494080996884737,0.7647619047619048,0.7072463768115943,0.6933333333333334,0.49333333333333335,0.49534404547726946,2.6005797101449275,0.48,0.36,0.17857142857142858,0.33333333333333337,0.06666666666666667,0.3,1.0,0.13670531400966185,162.56,165.1,2.0,9682.4,Veronica Hardy
0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,16.333333333333332,37.666666666666664,20.333333333333332,42.666666666666664,0.3333333333333333,0.3333333333333333,11.0,28.0,4.666666666666667,8.666666666666666,0.6666666666666666,1.0,12.333333333333334,29.666666666666668,0.3333333333333333,0.3333333333333333,3.6666666666666665,7.666666666666667,13.0,391.6666666666667,0.49074074074074076,3.459451659451659,0.5119731800766284,3.726118326118326,0.453743961352657,2.787590187590187,0.34722222222222215,0.3898989898989899,0.5,0.2819624819624819,0.4766101694915254,2.4014430014430013,0.3333333333333333,0.022222222222222223,0.4920634920634921,1.035786435786436,0.13333333333333333,0.3333333333333333,-0.3333333333333333,0.023655603655603655,193.04,193.04,1.0,11012.0,Nursulton Ruziboev
0.2,0.0,0.0,1.4,13.8,29.8,18.0,35.0,0.4,1.8,10.6,25.2,3.2,4.4,0.0,0.2,7.2,21.4,3.2,4.2,3.6,4.8,82.0,205.0,0.4594056062141168,6.021095716197306,0.5134479394008351,7.684135874318878,0.4051227390180879,4.261553008826129,0.6606060606060605,1.0968213488742984,0.0,0.0,0.29273809523809524,2.8934009577048494,0.7571428571428571,1.2253950953678474,0.5368421052631579,1.1843316731727016,0.0653950953678474,0.08,0.9,0.3434698806105203,177.8,185.42000000000002,3.0,10579.0,Terrance McKinney
0.2,0.2,0.0,2.6,59.2,130.6,83.2,157.6,0.6,1.0,39.6,104.2,9.8,14.4,8.2,10.0,47.4,109.2,2.8,3.8,5.2,7.8,122.0,756.2,0.456784516242568,5.127808471454881,0.48850317019914924,6.620773480662985,0.3886450165709749,3.4719066628343924,0.5283112128146453,0.8122283609576428,0.8495959595959596,0.705561694290976,0.4653880908291164,3.995580110497238,0.6628571428571429,0.34556169429097605,0.09736842105263158,0.49333333333333335,0.04,0.15,0.2,0.14133333333333337,193.04,198.12,1.0,11650.0,Waldo Cortes-Acosta
0.5,0.0,0.0,2.0,16.5,30.5,17.5,34.0,0.0,0.0,9.0,22.5,1.0,1.5,6.5,6.5,15.5,29.0,0.0,0.5,1.0,1.0,10.5,484.0,0.6166666666666667,5.640228478172174,0.6261770244821092,6.966666666666667,0.49404761904761907,4.011526479750779,0.3333333333333333,0.06666666666666667,0.5,0.43333333333333335,0.588235294117647,4.416962524654832,0.0,0.0,0.5,1.7647058823529413,0.0,0.0,-0.5,0.0661111111111111,193.04,200.66,1.0,12996.5,Robelis Despaigne
1.0,0.2,0.0,1.4,26.0,45.6,28.0,47.8,0.2,0.4,17.0,35.2,5.2,5.8,3.8,4.6,18.6,36.0,1.6,1.8,5.8,7.8,24.0,277.0,0.6246828533785056,6.655423713100734,0.6410191486621694,7.787648782274308,0.5767031661149309,4.815297791365271,0.7739130434782608,0.9145768116194777,0.6166666666666666,0.8557904099196904,0.5628932178932179,4.657825548399267,0.17777777777777776,0.1079865016872891,0.7240350877192981,1.9746702097376694,0.013498312710911137,0.1,1.0,0.08358954621951326,193.04,195.58,1.0,11870.8,Carlos Ulberg
0.2,0.0,0.2,2.6,57.2,126.4,64.0,133.8,0.4,1.0,30.4,89.6,18.8,25.0,7.6,9.2,52.6,118.2,3.2,5.4,1.4,2.8,60.8,756.8,0.48058921656582215,4.643478260869566,0.49915188977688985,5.096811594202899,0.37345870266377545,2.493623188405797,0.6793506493506494,1.4356521739130437,0.8522077922077923,0.7142028985507246,0.4799624060150376,4.1811594202898545,0.3123809523809523,0.21333333333333332,0.2,0.24898550724637677,0.026666666666666665,0.16666666666666666,0.9333333333333333,0.0718792270531401,177.8,185.42000000000002,2.0,12728.2,Alex Caceres
0.2,0.4,0.0,2.6,67.8,145.8,102.2,191.8,1.0,1.6,40.4,108.0,14.0,22.2,14.0,16.4,59.4,134.8,5.6,7.0,0.8,1.2,95.2,774.0,0.46832337247786915,5.802758057935536,0.5496792495868575,8.680000000000001,0.37505156860204314,3.408888888888889,0.6328296703296703,1.1511111111111112,0.8582070707070708,1.2,0.44873135437139106,4.9134516765286,0.8287878787878787,0.43555555555555553,0.3333333333333333,0.05333333333333333,0.06666666666666667,0.22666666666666666,1.0,0.1171851851851852,187.96,198.12,1.0,11186.4,Sean Woodson
0.2,0.4,0.0,1.8,45.2,92.2,49.0,93.6,0.2,0.8,23.0,59.6,12.0,16.2,6.0,6.2,37.6,83.2,3.0,3.6,1.6,3.2,15.2,400.8,0.541125779244591,7.227000482177961,0.5423622186780082,7.548176850471931,0.4372754963883218,4.128253022023514,0.8166666666666667,1.9151515151515153,0.38823529411764707,0.4,0.46972890568038705,4.841532484609408,0.5571428571428572,0.56,0.26666666666666666,1.1985509746420564,0.013333333333333332,0.05,0.8,0.11447093889716838,185.42,185.42000000000002,1.0,10806.8,Michel Pereira
0.0,0.4,0.0,2.2,20.8,55.6,26.8,63.4,0.4,4.2,11.4,40.4,6.4,12.0,3.2,3.6,14.6,44.2,0.2,0.6,5.2,8.4,49.4,536.8,0.40232288037166086,2.2590982421983887,0.45403433452588954,2.8290423075988427,0.2544156978212706,1.1055083159651133,0.61627765064836,0.7407783671899903,0.8666666666666666,0.4688863253984251,0.3748076923076923,1.6250752536926414,0.06666666666666667,0.013333333333333332,0.12,0.6206896551724138,0.04137931034482759,0.2,0.8,0.08685700631009372,190.5,193.04,1.0,12993.0,Paul Craig
0.0,0.4,0.2,2.8,81.6,179.6,105.8,200.6,0.6,2.4,53.2,141.4,21.0,28.2,8.2,10.2,69.6,166.8,8.8,10.6,1.8,2.2,136.0,828.2,0.5051938913288438,6.973333333333334,0.5253946316515681,8.066666666666666,0.4193204386366836,4.664448552064079,0.7586760710553814,1.6177777777777778,0.8395658263305321,0.59090573012939,0.4818826570528281,5.584562009865579,0.7769841269841271,0.7066666666666667,0.2777777777777778,0.19078250154035734,0.04,0.23333333333333334,1.0,0.17912918463750258,162.56,165.1,1.0,13674.8,Karolina Kowalkiewicz
0.8,0.2,0.2,2.6,55.2,97.4,69.6,113.4,0.4,1.2,27.4,62.2,9.8,13.0,15.6,18.8,46.2,85.2,5.6,6.6,3.4,5.6,143.8,741.0,0.5863096841733346,4.672891320449982,0.624774281073169,5.66542560786799,0.45990290661719235,2.247017014688305,0.6253030303030304,0.7753369111508647,0.8756880135646276,1.2702683363148481,0.5587960312733378,3.8695520240874295,0.6780952380952381,0.47093619558735833,0.5083333333333333,0.3324031007751938,0.026666666666666665,0.2,0.1,0.19254323641851018,172.72,177.8,2.0,10591.2,Jonathan Martinez
0.4,0.6,0.0,2.4,35.2,64.4,72.0,104.2,0.4,0.8,19.2,44.8,10.2,13.8,5.4,5.4,22.2,46.4,9.0,11.6,3.2,5.8,44.2,632.2,0.5401757434802281,3.1737388442306473,0.646593912199374,5.766248771936583,0.44509971108816504,1.9009770752322428,0.5891919191919193,0.8292434578963446,0.8,0.4435183111020602,0.48026190476190483,2.2360590424453575,0.4809716599190283,0.6424016563146998,0.5083333333333333,0.2952781454705902,0.026666666666666665,0.13333333333333333,0.0666666666666667,0.051174863387978144,172.72,175.26,2.0,12450.6,Joaquim Silva
0.4,0.0,0.2,2.2,45.0,75.6,63.8,96.2,0.8,4.0,26.4,54.2,13.0,15.0,5.4,6.2,23.4,48.4,12.2,16.6,3.4,5.6,122.6,518.8,0.6273155021405287,4.393715153645108,0.7037398103536083,7.023828382838284,0.5335966028177971,2.830089139755097,0.5328735632183907,1.0977777777777777,0.9272727272727274,0.638992061368299,0.5538983105248165,2.5384515208277585,0.6530507246376811,1.1199999999999999,0.45285714285714285,0.5818749442511819,0.09873873873873876,0.17333333333333334,0.8,0.25005476763892603,175.26,177.8,1.0,12591.8,Drakkar Klose
0.4,0.4,0.0,2.4,46.6,78.4,58.8,91.8,1.2,4.2,31.8,61.8,8.2,9.2,6.6,7.4,36.6,66.6,6.2,7.6,3.8,4.2,149.2,678.0,0.577653565713101,3.7606347912012614,0.6361330712726989,4.859172991725549,0.5053043848446148,2.6139187294144866,0.9336134453781513,0.6889177364156341,0.6759999999999999,0.4577983253711409,0.5110632373651426,2.8868596441626027,0.862857142857143,0.5891190623825743,0.52,0.28465608465608466,0.08783068783068784,0.33571428571428574,0.8666666666666668,0.19360015677651946,172.72,180.34,1.0,10115.8,Jack Shore
0.3333333333333333,0.0,0.0,2.0,51.0,96.33333333333333,55.0,98.66666666666667,0.6666666666666666,2.0,31.666666666666668,75.0,10.333333333333334,13.0,7.666666666666667,8.333333333333334,40.666666666666664,88.66666666666667,5.666666666666667,6.333333333333333,1.0,1.3333333333333333,29.0,541.6666666666666,0.5970332577475435,4.994952962115433,0.6033444137522044,5.269685990338164,0.48718766613503456,3.135043224002034,0.8637254901960784,1.160043224002034,0.9666666666666667,0.6998665141113655,0.523930260772366,4.020817630217384,0.8333333333333334,0.8493325705568268,0.5555555555555555,0.11388888888888889,0.06798881261123824,0.25,1.0,0.05853568098991441,172.72,180.34,1.0,10096.0,Ismael Bonfim
0.0,0.2,0.2,3.0,60.2,120.8,82.6,144.8,1.6,3.8,28.4,79.6,15.6,22.8,15.4,18.4,42.6,97.6,8.6,10.2,8.8,12.0,196.2,900.0,0.5091746849651273,4.013333333333334,0.5802416051592825,5.506666666666666,0.379646657852303,1.8933333333333333,0.7188740245261984,1.0399999999999998,0.9042068965517241,1.08,0.4366788495153345,2.84,0.6871212121212121,0.5733333333333333,0.7801630434782608,0.6,0.10666666666666669,0.42000000000000004,0.7533333333333333,0.21799999999999997,177.8,182.88,1.0,13620.6,Vinc Pichel
0.5,0.5,0.0,2.5,36.5,69.5,49.5,84.5,4.0,10.5,29.0,59.5,5.0,5.5,2.5,4.5,17.5,42.0,2.0,2.0,11.5,19.0,439.0,726.0,0.473109243697479,2.601449275362319,0.5587891538101917,3.6362318840579713,0.4399271844660194,2.0594202898550726,0.45454545454545453,0.3333333333333333,0.55,0.20869565217391306,0.3980263157894737,1.2297101449275363,1.0,0.15434782608695652,0.5568181818181819,1.2173913043478262,0.3666666666666667,0.4970588235294118,0.9117647058823529,0.554327485380117,177.8,187.96,1.0,9496.0,Myktybek Orolbai
0.0,0.0,3.0,3.0,53.0,156.0,100.0,220.0,1.0,1.0,39.0,127.0,8.0,15.0,6.0,14.0,44.0,132.0,1.0,1.0,8.0,23.0,205.0,900.0,0.33974358974358976,3.533333333333333,0.45454545454545453,6.666666666666667,0.30708661417322836,2.6,0.5333333333333333,0.5333333333333333,0.42857142857142855,0.4,0.3333333333333333,2.933333333333333,1.0,0.06666666666666667,0.34782608695652173,0.5333333333333333,0.06666666666666667,1.0,-1.0,0.22777777777777777,175.26,180.34,1.0,9435.0,Ernesta Kareckaite
0.2,0.6,0.8,2.4,25.6,57.2,37.8,70.6,2.8,4.8,17.0,46.0,5.8,8.0,2.8,3.2,18.8,47.6,0.6,1.4,6.2,8.2,273.6,621.0,0.4282114789757066,2.786798576340713,0.4988641820779554,3.7539048078663213,0.33948988719893397,1.638833725442883,0.7005128205128204,0.784169230459874,0.7083333333333333,0.3637956204379562,0.3959326688637033,2.2884365888480023,0.26666666666666666,0.04126520681265207,0.5096969696969698,0.45709678068005877,0.3041161044877037,0.6088888888888888,1.0,0.3805326523362356,187.96,195.58,1.0,9552.8,Vitor Petrino
0.2,0.8,0.0,3.6,65.6,132.0,86.4,150.4,3.6,8.0,42.4,102.6,14.6,18.6,8.6,9.8,55.4,117.8,6.8,9.2,8.6,10.6,350.2,639.4,0.5625945741937779,4.497191360363774,0.5836099323356138,5.174748010610079,0.49435683159033184,3.324653277756726,0.8977156177156177,0.8205380826070481,0.4909473684210527,0.35200000000000004,0.5314281087996895,3.735766578249337,0.7654761904761905,0.41742478211443734,0.4893233082706767,0.344,0.3653340434030089,0.6181134654818865,0.9636363636363636,0.4895580649235821,165.1,170.18,1.0,12022.6,Alexandre Pantoja
0.5,0.0,0.0,2.5,45.5,86.25,62.0,108.0,0.25,2.0,26.5,62.25,8.5,11.75,10.5,12.25,32.5,69.25,5.25,6.25,7.75,10.75,41.75,597.75,0.5103869218414627,5.111387512160302,0.5743749329128925,7.158724286272455,0.4186818928198239,3.3835652431387446,0.6558823529411765,0.9279335522366275,0.8555555555555556,1.1746821052146834,0.4440740650327117,3.5267886438599825,0.5595238095238095,0.37510519741424464,0.3619047619047619,1.2140391254315306,0.016666666666666666,0.041666666666666664,0.7083333333333334,0.08220600713696226,162.56,170.18,1.0,10073.75,Alessandro Costa
0.0,0.0,0.5,2.5,46.5,126.5,48.0,128.0,0.0,2.5,33.0,107.5,7.0,11.0,6.5,8.0,45.5,124.0,0.5,1.5,0.5,1.0,10.5,647.5,0.3510696156635243,3.867088607594937,0.35571428571428576,3.9670886075949365,0.292156862745098,2.7113924050632914,0.625,0.679746835443038,0.9,0.47594936708860763,0.3527555346208196,3.8004219409282696,0.25,0.03333333333333333,0.25,0.03333333333333333,0.0,0.0,0.6666666666666667,0.011666666666666667,165.1,172.72,1.0,9558.5,Kevin Borjas
1.0,0.0,0.0,1.0,25.0,40.0,25.0,40.0,0.0,1.0,21.0,35.0,0.0,1.0,4.0,4.0,22.0,37.0,1.0,1.0,2.0,2.0,4.0,282.0,0.625,5.319148936170213,0.625,5.319148936170213,0.6,4.468085106382978,0.0,0.0,1.0,0.851063829787234,0.5945945945945946,4.680851063829787,1.0,0.2127659574468085,1.0,0.425531914893617,0.0,0.0,1.0,0.014184397163120567,180.34,190.5,1.0,10183.0,Mauricio Ruffy
0.0,0.0,0.0,2.0,41.6,83.0,45.6,87.8,1.2,2.8,18.2,55.4,9.2,12.4,11.4,13.2,37.2,77.6,2.4,2.8,2.0,2.6,87.0,533.0,0.46489414365510484,4.455857094533415,0.4749720151694031,4.734242619933553,0.3006007751937984,1.8998090675814656,0.7046031746031746,1.0983793523286258,0.9197435897435898,1.3643353412899897,0.44452376082299505,4.021897456398412,0.17142857142857143,0.30062630480167013,0.16666666666666669,0.13333333333333333,0.11515657620041755,0.225,1.0,0.12557318487589886,182.88,187.96,1.0,10619.2,Jamie Mullarkey
0.6666666666666666,0.0,0.0,1.3333333333333333,16.333333333333332,34.0,28.0,46.0,0.0,0.0,15.666666666666666,33.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,11.666666666666666,28.0,0.0,0.3333333333333333,4.666666666666667,5.666666666666667,8.0,313.3333333333333,0.43688697318007663,2.875395794430462,0.5566318240447594,5.154340185476669,0.42915776154475954,2.746577638564062,0.3333333333333333,0.08849557522123895,0.3333333333333333,0.04032258064516129,0.40884933877147445,2.310879665398204,0.0,0.0,0.2745098039215686,0.564516129032258,0.0,0.0,0.3333333333333333,0.0195570681661241,190.5,193.04,1.0,11445.0,Bogdan Guskov
0.8,0.0,0.0,1.8,28.6,52.8,31.4,56.0,0.2,0.4,17.4,38.2,7.0,10.4,4.2,4.2,22.2,44.2,4.8,7.0,1.6,1.6,6.0,432.6,0.5465761050426747,3.512390496682862,0.574735827264897,4.068723502298811,0.44035087719298244,2.0794580523020145,0.6027116402116401,0.7714705319304362,0.8,0.6614619124504113,0.4962181727241968,2.779619973472136,0.5111111111111111,0.522770041723895,0.6,0.21000048148683134,0.015873015873015872,0.2,1.0,0.013571036156903377,185.42,180.34,2.0,10907.8,Uros Medic
0.6,0.4,1.4,2.2,49.4,109.6,57.2,121.6,0.6,3.2,41.0,97.6,6.4,10.0,2.0,2.0,41.6,96.4,2.0,3.6,5.6,8.6,109.2,622.0,0.45222203410024386,5.2123364052180134,0.4731666951988009,5.969661757008664,0.4117606198449681,4.151232080189492,0.6096078431372549,0.659105235364254,0.8,0.2869176393227026,0.4366129120786467,4.288593216422318,0.5133333333333333,0.20156144041680796,0.31474358974358974,0.46460599080313053,0.06201487491548343,0.1,0.1,0.17924611627649087,180.34,187.96,1.0,10439.6,David Onama
0.0,0.5,0.5,3.0,19.5,53.0,75.0,111.5,1.0,3.5,7.0,29.5,2.5,8.0,10.0,15.5,18.0,51.0,1.0,1.0,0.5,1.0,103.5,900.0,0.33922973578145993,1.3,0.6537441037735849,5.0,0.25256410256410255,0.4666666666666667,0.25,0.16666666666666666,0.6547619047619048,0.6666666666666666,0.3297118564005668,1.2,0.5,0.06666666666666667,0.25,0.03333333333333333,0.06666666666666667,0.2,0.25,0.11499999999999999,162.56,165.1,2.0,11264.0,Marnic Mann
0.0,1.5,1.0,3.0,29.0,67.5,89.0,136.0,2.5,5.0,21.5,57.0,6.5,9.0,1.0,1.5,12.0,41.5,3.0,7.0,14.0,19.0,294.0,794.5,0.4239946973044631,2.3008224479922594,0.65224043715847,6.964344460570876,0.369281045751634,1.7191582002902759,0.7125,0.5149975810353169,0.3333333333333333,0.06666666666666667,0.28121212121212125,0.8816642477019836,0.45,0.2204160619254959,0.8611111111111112,1.19874213836478,0.1972907595549105,0.5416666666666666,1.0,0.3840017739074343,172.72,177.8,2.0,10762.5,Ivana Petrovic
0.0,0.25,0.75,2.0,14.5,34.25,29.0,53.5,1.75,3.0,8.0,25.5,4.75,6.25,1.75,2.5,11.5,29.5,2.5,4.0,0.5,0.75,111.5,437.0,0.4187285396284556,2.2688755945299146,0.5100334827295454,3.877829431701079,0.3307422969187675,1.5867183451184694,0.5710227272727273,0.526066263484152,0.2976190476190476,0.15609098592729306,0.38817401960784315,1.8482329819738783,0.4125,0.34332302492717004,0.16666666666666666,0.07731958762886598,0.2140014770953042,0.5,0.625,0.23932881648968585,165.1,170.18,1.0,9628.5,Liang Na
0.0,0.4,0.2,2.4,28.6,75.4,60.4,122.2,1.0,6.8,13.2,55.0,3.8,5.6,11.8,15.2,27.8,74.4,0.6,0.8,0.2,0.2,207.8,653.4,0.45186379295953144,2.4185069205928102,0.48941592215987545,5.017942113893033,0.21231604410154561,1.0365939771547248,0.6761904761904762,0.3204986932594294,0.7485819735819736,1.1195097288348823,0.4480623791673894,2.357554539640429,0.15,0.04761904761904762,0.2,0.013333333333333332,0.089079754601227,0.175,1.0,0.3096764532389532,167.64000000000001,170.18,1.0,13440.4,Rani Yahya
0.5,0.5,0.25,3.0,89.0,195.75,117.5,220.75,0.0,1.0,56.75,154.25,23.5,30.25,9.0,11.25,77.75,169.75,11.0,16.5,6.0,8.25,92.25,864.0,0.5283918350048149,7.536780905752755,0.5668743739524837,9.533333333333333,0.41883753501400556,5.038053949903661,0.8522262125424775,1.838888888888889,0.8060049019607843,0.6126984126984127,0.4995915944427031,5.883333333333334,0.6424242424242423,0.8896825396825396,0.41666666666666663,0.4571428571428572,0.0,0.0,0.25,0.11250000000000002,170.18,172.72,3.0,13058.25,Victor Henry
0.2,0.2,0.2,2.2,65.0,135.8,73.0,147.8,0.2,0.4,40.8,106.6,12.4,16.6,12.0,13.0,54.4,121.4,2.2,3.8,5.6,8.4,27.0,600.4,0.492749016520203,7.458875707852087,0.5038148848185472,8.350237475497284,0.39025096174963214,4.717926297050587,0.7598412698412699,1.3398386691066633,0.9666666666666668,1.3680043356640375,0.4710725987756346,5.450511271333915,0.6833333333333333,0.2741756454728241,0.25666666666666665,0.8083213773314204,0.056338028169014086,0.1,0.6,0.09131680859280818,172.72,180.34,2.0,12591.8,Gabriel Benitez
0.5,0.0,0.0,2.25,40.25,120.25,41.75,128.25,0.0,0.5,28.75,99.5,8.5,17.0,2.5,3.0,36.0,112.5,2.0,5.0,0.25,0.25,0.75,582.75,0.37394494134372475,4.502580479823369,0.3866674484052533,4.6187365702682985,0.336174802209285,3.4529412344510813,0.41559672291513816,0.8021921264809668,0.5833333333333334,0.2474471188913202,0.35804591972355126,4.304112208488576,0.325,0.18180160466812545,0.25,0.016666666666666666,0.0,0.0,0.0,0.0008333333333333334,182.88,180.34,1.0,8840.0,Maheshate
0.0,0.0,0.0,3.0,76.0,145.5,90.0,162.0,0.0,0.5,37.0,99.0,24.0,29.5,14.5,17.0,71.5,139.5,3.5,5.0,1.0,1.0,10.0,900.0,0.5268724985706118,5.066666666666666,0.5546493902439025,6.0,0.3759836484414921,2.466666666666667,0.8403263403263403,1.6333333333333333,0.8913043478260869,0.9666666666666666,0.5183335076890888,4.766666666666667,0.8333333333333333,0.23333333333333334,0.5,0.06666666666666667,0.0,0.0,-0.5,0.011111111111111112,193.04,198.12,2.0,10793.5,Caio Machado
0.0,0.0,0.0,3.0,60.0,153.0,77.5,172.0,0.5,4.0,36.5,123.5,12.5,17.5,11.0,12.0,55.0,145.5,2.0,3.5,1.5,3.5,96.0,900.0,0.3648809523809524,4.0,0.4476117664191059,5.166666666666667,0.2612482424621153,2.4333333333333336,0.7023026315789473,0.8333333333333333,0.9444444444444444,0.7333333333333334,0.3577317290552585,3.7666666666666666,0.3333333333333333,0.13333333333333333,0.21428571428571427,0.1,0.03333333333333333,0.1,0.2,0.10666666666666666,177.8,177.8,1.0,9816.0,Michal Figlak
0.0,0.0,0.0,1.5,12.0,25.5,25.0,44.0,0.5,2.0,9.0,21.5,1.5,2.5,1.5,1.5,9.0,19.5,0.0,0.0,3.0,6.0,134.5,257.0,0.4797297297297297,3.7415311653116534,0.5278538812785388,5.547086720867209,0.38725490196078427,2.139227642276423,0.5833333333333333,0.5047425474254743,0.5,0.9333333333333333,0.47,3.3248644986449865,0.0,0.0,0.25,0.41666666666666663,0.06944444444444445,0.125,1.0,0.3113425925925926,193.04,200.66,1.0,13203.5,Austen Lane
0.0,0.2,0.0,2.4,55.4,115.2,74.6,140.4,0.8,0.8,27.0,78.0,18.4,24.4,7.0,9.0,40.4,96.6,9.8,13.0,4.4,5.6,50.0,629.2,0.44543465048182307,5.218461538461538,0.485051088426634,6.711794871794872,0.3253653235280221,2.9624010671409513,0.6295019157088122,1.4977777777777779,0.8614285714285714,0.6931868131868132,0.3935834946491837,4.05973137973138,0.6405194805194806,0.8723809523809525,0.3880952380952381,0.5460019550342132,0.07174603174603174,0.6,1.0,0.07335449735449737,167.64000000000001,170.18,1.0,10755.0,Ariane da Silva
0.25,0.75,0.0,1.5,19.25,51.5,33.0,70.75,1.75,2.25,8.25,28.75,5.25,12.75,5.75,10.0,13.25,43.75,3.25,4.0,2.75,3.75,157.75,399.75,0.36900943396226416,3.247994930640472,0.44146929824561404,5.232949082359546,0.2775182931904686,1.486325956038557,0.4210069444444444,0.7554078566974661,0.6505994005994007,1.0062611179044487,0.3123168498168498,2.148893810684525,0.35416666666666663,0.5166666666666667,0.75,0.5139283217396703,0.30017813087083534,0.9583333333333334,1.0,0.39357507949835924,165.1,170.18,1.0,10785.5,Karine Silva
0.6,0.0,0.0,2.2,31.2,58.6,47.8,76.4,0.4,0.8,17.2,40.8,8.8,11.8,3.8,5.0,27.8,53.8,0.2,0.4,3.2,4.2,44.6,553.8,0.512986748216106,3.0753794816221545,0.5633268858800774,4.326956732370485,0.4022296699716055,1.7873230711165848,0.6484326200115673,0.8216428982347775,0.8083333333333333,0.45308017893745844,0.49867378727191813,2.6195378974637378,0.2,0.013333333333333332,0.2980392156862745,0.4425082508250825,0.04303630363036304,0.4,0.8,0.062378437843784384,167.64000000000001,167.64000000000001,1.0,10917.4,Matheus Nicolau
